"25","Kitchen, Garden & Pets","1","2.141","","","","",""
"25","Cleaning & Household","1","3.254","","","","",""
"25","Fruits & Vegetables","1","3.254","","","","",""
"25","Kitchen, Garden & Pets","1","3.254","","","","",""
"26","Foodgrains, Oil & Masala","1","3.254","","","","",""
"26","Kitchen, Garden & Pets","1","3.254","","","","",""
"26","Snacks & Branded Foods","1","3.254","","","","",""
"26","Beauty & Hygiene","1","3.254","","","","",""
"26","Beauty & Hygiene","1","3.254","","","","",""
"27","Kitchen, Garden & Pets","1","3.254","","","","",""
"27","Snacks & Branded Foods","1","3.254","","","","",""
"27","Fruits & Vegetables","1","3.254","","","","",""
"27","Fruits & Vegetables","1","3.254","","","","",""
"27","Snacks & Branded Foods","1","3.254","","","","",""
"28","Gourmet & World Food","1","3.254","","","","",""
"28","Kitchen, Garden & Pets","1","3.254","","","","",""
"28","Gourmet & World Food","1","3.254","","","","",""
"28","Gourmet & World Food","1","3.254","","","","",""
"28","Snacks & Branded Foods","1","2.812","","","","",""
"29","Kitchen, Garden & Pets","1","2.812","","","","",""
"29","Kitchen, Garden & Pets","1","2.812","","","","",""
"29","Foodgrains, Oil & Masala","1","2.812","","","","",""
"29","Foodgrains, Oil & Masala","1","2.812","","","","",""
"29","Snacks & Branded Foods","1","2.812","","","","",""
"30","Foodgrains, Oil & Masala","1","19.206","","","","",""
"30","Bakery, Cakes & Dairy","1","19.206","","","","",""
"30","Gourmet & World Food","3","1.615","","","","",""
"30","Snacks & Branded Foods","1","3.272","","","","",""
"30","Gourmet & World Food","1","4.305","","","","",""
"31","Kitchen, Garden & Pets","1.5","4.305","","","","",""
"31","Kitchen, Garden & Pets","1.333333333","4.305","","","","",""
"31","Beauty & Hygiene","1.25","4.305","","","","",""
"31","Kitchen, Garden & Pets","1.2","4.305","","","","",""
"31","Gourmet & World Food","1.166666667","4.305","","","","",""
"32","Beauty & Hygiene","1.142857143","4.305","","","","",""
"32","Gourmet & World Food","1.125","4.305","","","","",""
"32","Gourmet & World Food","1","2.994","","","","",""
"32","Kitchen, Garden & Pets","1","2.994","","","","",""
"32","Gourmet & World Food","1","2.994","","","","",""
"33","Beauty & Hygiene","1","2.994","","","","",""
"33","Cleaning & Household","1","2.994","","","","",""
"33","Kitchen, Garden & Pets","1","2.994","","","","",""
"33","Beauty & Hygiene","1","2.994","","","","",""
"33","Beauty & Hygiene","1","4.497","","","","",""
"34","Gourmet & World Food","1","4.497","","","","",""
"34","Baby Care","1.333333333","4.497","","","","",""
"34","Cleaning & Household","1.25","4.497","","","","",""
"34","Gourmet & World Food","1","10.893","","","","",""
"34","Snacks & Branded Foods","1","10.893","","","","",""
"35","Kitchen, Garden & Pets","1","10.893","","","","",""
"35","Beverages","4","2.845","","","","",""
"35","Beauty & Hygiene","3","2.845","","","","",""
"35","Beauty & Hygiene","2.333333333","2.845","","","","",""
"35","Baby Care","2.25","2.845","","","","",""
"36","Beauty & Hygiene","2","2.845","","","","",""
"36","Beauty & Hygiene","1.833333333","2.845","","","","",""
"36","Beauty & Hygiene","1.714285714","2.845","","","","",""
"36","Beauty & Hygiene","1.625","2.845","","","","",""
"36","Beauty & Hygiene","1.555555556","2.845","","","","",""
"37","Kitchen, Garden & Pets","1.5","2.845","","","","",""
"37","Fruits & Vegetables","1.545454545","2.845","","","","",""
"37","Foodgrains, Oil & Masala","1.5","2.845","","","","",""
"37","Foodgrains, Oil & Masala","1.461538462","2.845","","","","",""
"37","Cleaning & Household","1.428571429","2.845","","","","",""
"38","Beauty & Hygiene","1","2.348","","","","",""
"38","Snacks & Branded Foods","1","3.414","","","","",""
"38","Beauty & Hygiene","1.5","3.414","","","","",""
"38","Snacks & Branded Foods","1.666666667","3.414","","","","",""
"38","Beauty & Hygiene","1.5","3.414","","","","",""
"39","Kitchen, Garden & Pets","1.4","3.414","","","","",""
"39","Kitchen, Garden & Pets","1.5","3.414","","","","",""
"39","Beauty & Hygiene","1","3.402","","","","",""
"39","Beauty & Hygiene","1","3.402","","","","",""
"39","Bakery, Cakes & Dairy","1","6.811","","","","",""
"40","Gourmet & World Food","5","2.144","","","","",""
"40","Cleaning & Household","3","2.144","","","","",""
"40","Fruits & Vegetables","1","36.537","","","","",""
"40","Cleaning & Household","1","36.537","","","","",""
"40","Gourmet & World Food","1","36.537","","","","",""
"41","Gourmet & World Food","1","36.537","","","","",""
"41","Snacks & Branded Foods","1","36.537","","","","",""
"41","Beauty & Hygiene","1","5.821","","","","",""
"41","Beauty & Hygiene","1","5.821","","","","",""
"41","Foodgrains, Oil & Masala","1","5.821","","","","",""
"42","Beauty & Hygiene","1","5.821","","","","",""
"42","Snacks & Branded Foods","1","5.821","","","","",""
"42","Beauty & Hygiene","1","5.821","","","","",""
"42","Beauty & Hygiene","1","5.821","","","","",""
"42","Kitchen, Garden & Pets","1","5.821","","","","",""
"43","Bakery, Cakes & Dairy","1","5.821","","","","",""
"43","Beauty & Hygiene","3","5.349","","","","",""
"43","Beauty & Hygiene","1","95.948","","","","",""
"43","Beauty & Hygiene","1","95.948","","","","",""
"43","Gourmet & World Food","1.333333333","95.948","","","","",""
"44","Fruits & Vegetables","1.25","95.948","","","","",""
"44","Bakery, Cakes & Dairy","1.2","95.948","","","","",""
"44","Snacks & Branded Foods","1.166666667","95.948","","","","",""
"44","Foodgrains, Oil & Masala","1","12.721","","","","",""
"44","Snacks & Branded Foods","1","12.721","","","","",""
"45","Baby Care","1","12.721","","","","",""
"45","Fruits & Vegetables","1","12.721","","","","",""
"45","Cleaning & Household","1","12.721","","","","",""
"45","Fruits & Vegetables","1","2.954","","","","",""
"45","Foodgrains, Oil & Masala","1","0.871","","","","",""
"46","Beauty & Hygiene","3.5","0.871","","","","",""
"46","Fruits & Vegetables","2.666666667","0.871","","","","",""
"46","Beauty & Hygiene","2.25","0.871","","","","",""
"46","Kitchen, Garden & Pets","1","3.617","","","","",""
"46","Kitchen, Garden & Pets","1","3.617","","","","",""
"47","Beauty & Hygiene","1","3.617","","","","",""
"47","Beauty & Hygiene","1","3.617","","","","",""
"47","Snacks & Branded Foods","1","3.617","","","","",""
"47","Fruits & Vegetables","1","3.617","","","","",""
"47","Gourmet & World Food","1","1.276","","","","",""
"48","Kitchen, Garden & Pets","1","1.276","","","","",""
"48","Snacks & Branded Foods","1","1.276","","","","",""
"48","Gourmet & World Food","1","4.753","","","","",""
"48","Kitchen, Garden & Pets","1","4.753","","","","",""
"48","Bakery, Cakes & Dairy","1","4.753","","","","",""
"49","Beauty & Hygiene","1","4.753","","","","",""
"49","Eggs, Meat & Fish","1","4.753","","","","",""
"49","Gourmet & World Food","1","0.86","","","","",""
"49","Gourmet & World Food","1","0.86","","","","",""
"49","Kitchen, Garden & Pets","1","3.589","","","","",""
"50","Snacks & Branded Foods","1","3.589","","","","",""
"50","Beauty & Hygiene","1","3.589","","","","",""
"50","Beauty & Hygiene","1","3.589","","","","",""
"50","Beauty & Hygiene","1","3.589","","","","",""
"50","Kitchen, Garden & Pets","1","3.589","","","","",""
"51","Snacks & Branded Foods","1","21.902","","","","",""
"51","Beauty & Hygiene","1","21.902","","","","",""
"51","Beauty & Hygiene","1.333333333","21.902","","","","",""
"51","Kitchen, Garden & Pets","1.25","21.902","","","","",""
"51","Beauty & Hygiene","1.2","21.902","","","","",""
"52","Beauty & Hygiene","1.166666667","21.902","","","","",""
"52","Gourmet & World Food","1.142857143","21.902","","","","",""
"52","Beauty & Hygiene","1.25","21.902","","","","",""
"52","Kitchen, Garden & Pets","1","4.839","","","","",""
"52","Foodgrains, Oil & Masala","2.5","4.839","","","","",""
"53","Beauty & Hygiene","2","4.839","","","","",""
"53","Eggs, Meat & Fish","1.75","4.839","","","","",""
"53","Beauty & Hygiene","1.6","4.839","","","","",""
"53","Beauty & Hygiene","1","8.224","","","","",""
"53","Gourmet & World Food","1","8.224","","","","",""
"54","Snacks & Branded Foods","1.333333333","8.224","","","","",""
"54","Foodgrains, Oil & Masala","1.25","8.224","","","","",""
"54","Foodgrains, Oil & Masala","1","2.689","","","","",""
"54","Beauty & Hygiene","1","2.689","","","","",""
"54","Kitchen, Garden & Pets","1","2.689","","","","",""
"55","Beauty & Hygiene","1","7.751","","","","",""
"55","Beauty & Hygiene","1","7.751","","","","",""
"55","Snacks & Branded Foods","1","7.751","","","","",""
"55","Gourmet & World Food","1","7.751","","","","",""
"55","Kitchen, Garden & Pets","1","7.751","","","","",""
"56","Cleaning & Household","1","2.297","","","","",""
"56","Beauty & Hygiene","1","2.297","","","","",""
"56","Beauty & Hygiene","1","2.297","","","","",""
"56","Cleaning & Household","1","2.297","","","","",""
"56","Fruits & Vegetables","1","3.468","","","","",""
"57","Gourmet & World Food","1","3.468","","","","",""
"57","Beauty & Hygiene","1","3.468","","","","",""
"57","Foodgrains, Oil & Masala","1","3.468","","","","",""
"57","Baby Care","1","3.468","","","","",""
"57","Beauty & Hygiene","1","14.092","","","","",""
"58","Beauty & Hygiene","1","14.092","","","","",""
"58","Beauty & Hygiene","1","14.092","","","","",""
"58","Snacks & Branded Foods","1","4.261","","","","",""
"58","Foodgrains, Oil & Masala","1","4.261","","","","",""
"58","Gourmet & World Food","1","2.146","","","","",""
"59","Snacks & Branded Foods","1","2.146","","","","",""
"59","Gourmet & World Food","1","5.044","","","","",""
"59","Beauty & Hygiene","1","5.044","","","","",""
"59","Beauty & Hygiene","1","2.844","","","","",""
"59","Eggs, Meat & Fish","1","1.678","","","","",""
"60","Cleaning & Household","1","1.678","","","","",""
"60","Kitchen, Garden & Pets","1","1.678","","","","",""
"60","Snacks & Branded Foods","1","1.678","","","","",""
"60","Gourmet & World Food","1","1.678","","","","",""
"60","Beauty & Hygiene","1","1.678","","","","",""
"61","Gourmet & World Food","1","1.678","","","","",""
"61","Gourmet & World Food","1","10.069","","","","",""
"61","Foodgrains, Oil & Masala","1","10.069","","","","",""
"61","Snacks & Branded Foods","1","2.388","","","","",""
"61","Beauty & Hygiene","1","2.239","","","","",""
"62","Beauty & Hygiene","1","2.239","","","","",""
"62","Gourmet & World Food","1","2.239","","","","",""
"62","Kitchen, Garden & Pets","1","2.239","","","","",""
"62","Gourmet & World Food","1","5.49","","","","",""
"62","Kitchen, Garden & Pets","1","5.49","","","","",""
"63","Beauty & Hygiene","1","5.49","","","","",""
"63","Gourmet & World Food","1","5.49","","","","",""
"63","Kitchen, Garden & Pets","1","5.49","","","","",""
"63","Foodgrains, Oil & Masala","1.166666667","5.49","","","","",""
"63","Eggs, Meat & Fish","1.142857143","5.49","","","","",""
"64","Beauty & Hygiene","1.125","5.49","","","","",""
"64","Baby Care","1","3.314","","","","",""
"64","Kitchen, Garden & Pets","1","3.314","","","","",""
"64","Eggs, Meat & Fish","1","3.314","","","","",""
"64","Beauty & Hygiene","2","3.314","","","","",""
"65","Beauty & Hygiene","1.8","3.314","","","","",""
"65","Beverages","1","2.216","","","","",""
"65","Gourmet & World Food","1","2.216","","","","",""
"65","Cleaning & Household","1","2.216","","","","",""
"65","Beauty & Hygiene","1","2.216","","","","",""
"66","Kitchen, Garden & Pets","1","2.216","","","","",""
"66","Kitchen, Garden & Pets","1","2.216","","","","",""
"66","Beauty & Hygiene","1","2.216","","","","",""
"66","Kitchen, Garden & Pets","1","2.216","","","","",""
"66","Cleaning & Household","1","2.216","","","","",""
"67","Beverages","1.2","2.216","","","","",""
"67","Snacks & Branded Foods","1.181818182","2.216","","","","",""
"67","Gourmet & World Food","1","7.791","","","","",""
"67","Snacks & Branded Foods","2","2.773","","","","",""
"67","Fruits & Vegetables","1.5","2.773","","","","",""
"69","Gourmet & World Food","1.333333333","2.773","","","","",""
"69","Snacks & Branded Foods","1.25","2.773","","","","",""
"69","Gourmet & World Food","1.2","2.773","","","","",""
"69","Beauty & Hygiene","1.166666667","2.773","","","","",""
"69","Bakery, Cakes & Dairy","1.142857143","2.773","","","","",""
"70","Snacks & Branded Foods","1","26.466","","","","",""
"70","Beauty & Hygiene","1","26.466","","","","",""
"70","Beauty & Hygiene","2","26.466","","","","",""
"70","Kitchen, Garden & Pets","1","10.285","","","","",""
"70","Beauty & Hygiene","1","10.285","","","","",""
"71","Beauty & Hygiene","1","1.806","","","","",""
"71","Beauty & Hygiene","1","1.806","","","","",""
"71","Gourmet & World Food","1.666666667","1.806","","","","",""
"71","Kitchen, Garden & Pets","1","2.599","","","","",""
"71","Beauty & Hygiene","1","2.599","","","","",""
"72","Gourmet & World Food","1","86.701","","","","",""
"72","Fruits & Vegetables","1","86.701","","","","",""
"72","Gourmet & World Food","1","86.701","","","","",""
"72","Gourmet & World Food","1","86.701","","","","",""
"72","Gourmet & World Food","1","86.701","","","","",""
"73","Beauty & Hygiene","1","86.701","","","","",""
"73","Beauty & Hygiene","1","86.701","","","","",""
"73","Beauty & Hygiene","1","86.701","","","","",""
"73","Baby Care","1","3.358","","","","",""
"73","Foodgrains, Oil & Masala","1","2.214","","","","",""
"74","Beauty & Hygiene","1","2.214","","","","",""
"74","Snacks & Branded Foods","1","2.214","","","","",""
"74","Gourmet & World Food","1","2.214","","","","",""
"74","Foodgrains, Oil & Masala","1.2","2.214","","","","",""
"74","Kitchen, Garden & Pets","1.166666667","2.214","","","","",""
"75","Kitchen, Garden & Pets","1.142857143","2.214","","","","",""
"75","Eggs, Meat & Fish","1.125","2.214","","","","",""
"75","Snacks & Branded Foods","1","1.989","","","","",""
"75","Baby Care","1","1.989","","","","",""
"75","Snacks & Branded Foods","3.333333333","1.989","","","","",""
"76","Eggs, Meat & Fish","3","1.989","","","","",""
"76","Gourmet & World Food","2","5.194","","","","",""
"76","Bakery, Cakes & Dairy","2","5.194","","","","",""
"76","Gourmet & World Food","1.666666667","5.194","","","","",""
"76","Gourmet & World Food","1.5","5.194","","","","",""
"77","Snacks & Branded Foods","1.6","5.194","","","","",""
"77","Gourmet & World Food","3","3.338","","","","",""
"77","Cleaning & Household","1","5.189","","","","",""
"77","Foodgrains, Oil & Masala","1","5.189","","","","",""
"77","Beverages","1","5.189","","","","",""
"78","Gourmet & World Food","1","5.189","","","","",""
"78","Beauty & Hygiene","1","5.892","","","","",""
"78","Gourmet & World Food","1","5.892","","","","",""
"78","Beverages","1","5.892","","","","",""
"78","Beauty & Hygiene","1","1.746","","","","",""
"79","Gourmet & World Food","1","1.746","","","","",""
"79","Beverages","1","1.746","","","","",""
"79","Gourmet & World Food","1","10.981","","","","",""
"79","Cleaning & Household","1","10.981","","","","",""
"79","Beauty & Hygiene","1","10.981","","","","",""
"80","Beauty & Hygiene","2","2.78","","","","",""
"80","Gourmet & World Food","1.5","2.78","","","","",""
"80","Gourmet & World Food","2","2.78","","","","",""
"80","Gourmet & World Food","1","7.657","","","","",""
"80","Beauty & Hygiene","1","7.657","","","","",""
"81","Bakery, Cakes & Dairy","1","7.657","","","","",""
"81","Foodgrains, Oil & Masala","1","3.337","","","","",""
"81","Foodgrains, Oil & Masala","1","3.337","","","","",""
"81","Snacks & Branded Foods","1","3.337","","","","",""
"81","Kitchen, Garden & Pets","1","11.645","","","","",""
"82","Bakery, Cakes & Dairy","1","11.645","","","","",""
"82","Gourmet & World Food","1","11.645","","","","",""
"82","Beauty & Hygiene","1.25","11.645","","","","",""
"82","Kitchen, Garden & Pets","1.2","11.645","","","","",""
"82","Beauty & Hygiene","1.166666667","11.645","","","","",""
"83","Snacks & Branded Foods","1.142857143","11.645","","","","",""
"83","Gourmet & World Food","1.125","11.645","","","","",""
"83","Gourmet & World Food","2","7.43","","","","",""
"83","Beauty & Hygiene","1.5","7.43","","","","",""
"83","Beauty & Hygiene","1","23.915","","","","",""
"84","Kitchen, Garden & Pets","1","23.915","","","","",""
"84","Cleaning & Household","1","23.915","","","","",""
"84","Beauty & Hygiene","1","23.915","","","","",""
"84","Beauty & Hygiene","1","23.915","","","","",""
"84","Kitchen, Garden & Pets","1","23.915","","","","",""
"85","Beauty & Hygiene","2","11.437","","","","",""
"85","Cleaning & Household","1.5","11.437","","","","",""
"85","Kitchen, Garden & Pets","1.333333333","11.437","","","","",""
"85","Fruits & Vegetables","1.25","11.437","","","","",""
"85","Beauty & Hygiene","1","95.573","","","","",""
"86","Beauty & Hygiene","1.5","95.573","","","","",""
"86","Foodgrains, Oil & Masala","1.333333333","95.573","","","","",""
"86","Kitchen, Garden & Pets","1.25","95.573","","","","",""
"86","Snacks & Branded Foods","1.2","95.573","","","","",""
"86","Beauty & Hygiene","1.333333333","95.573","","","","",""
"87","Kitchen, Garden & Pets","1","10.07","","","","",""
"87","Beauty & Hygiene","1","10.07","","","","",""
"87","Beauty & Hygiene","1","10.07","","","","",""
"87","Cleaning & Household","1","2.647","","","","",""
"87","Foodgrains, Oil & Masala","1","2.647","","","","",""
"88","Bakery, Cakes & Dairy","1","2.647","","","","",""
"88","Snacks & Branded Foods","1","2.647","","","","",""
"88","Foodgrains, Oil & Masala","1","2.885","","","","",""
"88","Beauty & Hygiene","1","8.603","","","","",""
"88","Kitchen, Garden & Pets","1","8.603","","","","",""
"89","Fruits & Vegetables","1","8.603","","","","",""
"89","Gourmet & World Food","2.25","8.603","","","","",""
"89","Cleaning & Household","2","8.603","","","","",""
"89","Cleaning & Household","1.833333333","8.603","","","","",""
"89","Beauty & Hygiene","1.857142857","8.603","","","","",""
"90","Cleaning & Household","1.75","8.603","","","","",""
"90","Kitchen, Garden & Pets","1","2.397","","","","",""
"90","Kitchen, Garden & Pets","1","2.397","","","","",""
"90","Gourmet & World Food","1","2.397","","","","",""
"90","Beverages","1","2.397","","","","",""
"91","Beauty & Hygiene","1","2.397","","","","",""
"91","Snacks & Branded Foods","1","2.397","","","","",""
"91","Kitchen, Garden & Pets","1","2.397","","","","",""
"91","Beauty & Hygiene","1","2.779","","","","",""
"91","Gourmet & World Food","1","2.779","","","","",""
"92","Beauty & Hygiene","1","2.779","","","","",""
"92","Cleaning & Household","1","2.779","","","","",""
"92","Beauty & Hygiene","1","2.779","","","","",""
"92","Beauty & Hygiene","1","32.79","","","","",""
"92","Beauty & Hygiene","1.5","32.79","","","","",""
"93","Foodgrains, Oil & Masala","1.333333333","32.79","","","","",""
"93","Fruits & Vegetables","1","4.013","","","","",""
"93","Foodgrains, Oil & Masala","1","4.013","","","","",""
"93","Gourmet & World Food","1","4.013","","","","",""
"93","Kitchen, Garden & Pets","1","6.151","","","","",""
"95","Foodgrains, Oil & Masala","1.5","6.151","","","","",""
"95","Beauty & Hygiene","1","6.655","","","","",""
"95","Kitchen, Garden & Pets","1.5","6.655","","","","",""
"95","Beauty & Hygiene","1","8.35","","","","",""
"95","Kitchen, Garden & Pets","1","8.35","","","","",""
"96","Gourmet & World Food","2.333333333","8.35","","","","",""
"96","Snacks & Branded Foods","2","8.35","","","","",""
"96","Cleaning & Household","1.8","8.35","","","","",""
"96","Foodgrains, Oil & Masala","1.666666667","8.35","","","","",""
"96","Beauty & Hygiene","1.571428571","8.35","","","","",""
"97","Gourmet & World Food","1","5.146","","","","",""
"97","Gourmet & World Food","1","5.146","","","","",""
"97","Beauty & Hygiene","1","5.146","","","","",""
"97","Kitchen, Garden & Pets","2.5","5.146","","","","",""
"97","Snacks & Branded Foods","3","3.294","","","","",""
"98","Snacks & Branded Foods","2","3.294","","","","",""
"98","Foodgrains, Oil & Masala","1.666666667","3.294","","","","",""
"98","Beauty & Hygiene","1.5","3.294","","","","",""
"98","Beauty & Hygiene","1.4","3.294","","","","",""
"98","Cleaning & Household","1.333333333","3.294","","","","",""
"99","Snacks & Branded Foods","1","3.89","","","","",""
"99","Beauty & Hygiene","1","3.89","","","","",""
"99","Gourmet & World Food","1","3.89","","","","",""
"99","Gourmet & World Food","1","3.89","","","","",""
"99","Cleaning & Household","1","9.177","","","","",""
"100","Cleaning & Household","1","9.177","","","","",""
"100","Beauty & Hygiene","1","9.177","","","","",""
"100","Foodgrains, Oil & Masala","1","9.177","","","","",""
"100","Cleaning & Household","1","9.177","","","","",""
"100","Gourmet & World Food","1","2.796","","","","",""
"101","Beauty & Hygiene","1","2.796","","","","",""
"101","Beauty & Hygiene","1","2.796","","","","",""
"101","Foodgrains, Oil & Masala","1","2.796","","","","",""
"101","Beauty & Hygiene","1","2.796","","","","",""
"101","Foodgrains, Oil & Masala","1.166666667","2.796","","","","",""
"102","Gourmet & World Food","1","7.851","","","","",""
"102","Beauty & Hygiene","1.5","7.851","","","","",""
"102","Beauty & Hygiene","1.333333333","7.851","","","","",""
"102","Eggs, Meat & Fish","1","3.778","","","","",""
"102","Beauty & Hygiene","1","3.778","","","","",""
"103","Gourmet & World Food","1","3.778","","","","",""
"103","Baby Care","2","5.76","","","","",""
"103","Beverages","2","5.76","","","","",""
"103","Snacks & Branded Foods","1.666666667","5.76","","","","",""
"103","Gourmet & World Food","1.5","5.76","","","","",""
"104","Beauty & Hygiene","1.4","5.76","","","","",""
"104","Beauty & Hygiene","1","34.738","","","","",""
"104","Gourmet & World Food","1","34.738","","","","",""
"104","Beauty & Hygiene","1","34.738","","","","",""
"104","Kitchen, Garden & Pets","1","1.025","","","","",""
"105","Gourmet & World Food","1","1.025","","","","",""
"105","Cleaning & Household","1","1.025","","","","",""
"105","Baby Care","1","6.56","","","","",""
"105","Fruits & Vegetables","1.5","6.56","","","","",""
